product_id,store_name,state,zipcode,qty,sales,import_order,created_time
GL22BLKS1,LOWE'S OF AUBURN,WA,98002,5,0,1,2024-12-06 16:25:47
GL22BLKS1,LOWE'S OF BONNEY LAKE,WA,98391,0,0,1,2024-12-06 16:25:47
GL22BLKS1,LOWE'S OF FEDERAL WAY,WA,98003,1,0,1,2024-12-06 16:25:47
GL22BLKS1,LOWE'S OF PUYALLUP,WA,98374,1,0,1,2024-12-06 16:25:47
GL22BLKS1,LOWE'S OF TACOMA,WA,98466,4,0,1,2024-12-06 16:25:47
GL22BLKS1,LOWE'S OF OLYMPIA,WA,98516,1,0,1,2024-12-06 16:25:47
GL22BLKS1,LOWE'S OF S. LACEY,WA,98503,8,0,1,2024-12-06 16:25:47
GL22BLKS1,LOWE'S OF PORT ORCHARD,WA,98367,1,0,1,2024-12-06 16:25:47
GL22BLKS1,LOWE'S OF LAKEWOOD,WA,98499,0,0,1,2024-12-06 16:25:47
GL22BLKS1,LOWE'S OF KENT-MIDWAY,WA,98032,4,0,1,2024-12-06 16:25:47
GL22BLKS1,LOWE'S OF PASADENA,TX,77505,16,0,1,2024-12-06 16:25:47
GL22BLKS1,LOWE'S OF LAKE JACKSON,TX,77566,1,0,1,2024-12-06 16:25:47
GL22BLKS1,LOWE'S OF E. HOUSTON,TX,77049,7,0,1,2024-12-06 16:25:47
GL22BLKS1,LOWE'S OF MEYERLAND,TX,77096,2,0,1,2024-12-06 16:25:47
GL22BLKS1,LOWE'S OF PEARLAND,TX,77581,0,0,1,2024-12-06 16:25:47
GL22BLKS1,LOWE'S OF S. E. HOUSTON,TX,77087,0,0,1,2024-12-06 16:25:47
GL22BLKS1,LOWE'S OF LEAGUE CITY,TX,77573,0,0,1,2024-12-06 16:25:47
GL22BLKS1,LOWE'S OF BAYBROOK,TX,77598,11,0,1,2024-12-06 16:25:47
GL22BLKS1,LOWE'S OF TEXAS CITY,TX,77590,2,0,1,2024-12-06 16:25:47
GL22BLKS1,LOWE'S OF BAYTOWN,TX,77521,14,0,1,2024-12-06 16:25:47
GL22BLKS1,LOWE'S OF S. ASHEVILLE,NC,28704,5,0,1,2024-12-06 16:25:47
GL22BLKS1,LOWE'S OF BOILING SPRINGS,SC,29316,1,0,1,2024-12-06 16:25:47
GL22BLKS1,LOWE'S OF WEAVERVILLE,NC,28787,6,0,1,2024-12-06 16:25:47
GL22BLKS1,LOWE'S OF WAYNESVILLE,NC,28786,0,0,1,2024-12-06 16:25:47
GL22BLKS1,LOWE'S OF HENDERSONVILLE,NC,28792,5,0,1,2024-12-06 16:25:47
GL22BLKS1,LOWE'S OF W. ASHEVILLE,NC,28806,6,0,1,2024-12-06 16:25:47
GL22BLKS1,LOWE'S OF GREER,SC,29650,0,0,1,2024-12-06 16:25:47
GL22BLKS1,LOWE'S OF FOREST CITY,NC,28043,0,0,1,2024-12-06 16:25:47
GL22BLKS1,LOWE'S OF BREVARD,NC,28712,0,0,1,2024-12-06 16:25:47
GL22BLKS1,LOWE'S OF N.W. GREENVILLE,SC,29609,7,0,1,2024-12-06 16:25:47
GL22BLKS1,LOWE'S OF MACHESNEY PARK,IL,61115,0,0,1,2024-12-06 16:25:47
GL22BLKS1,LOWE'S OF CAROL STREAM,IL,60188,4,0,1,2024-12-06 16:25:47
GL22BLKS1,LOWE'S OF BOLINGBROOK,IL,60490,6,0,1,2024-12-06 16:25:47
GL22BLKS1,LOWE'S OF ST. CHARLES,IL,60174,3,0,1,2024-12-06 16:25:47
GL22BLKS1,LOWE'S OF DE KALB,IL,60115,4,0,1,2024-12-06 16:25:47
GL22BLKS1,LOWE'S OF ROCKFORD,IL,61108,1,0,1,2024-12-06 16:25:47
GL22BLKS1,LOWE'S OF LAKE IN THE HILLS,IL,60156,0,0,1,2024-12-06 16:25:47
GL22BLKS1,LOWE'S OF ARLINGTON HEIGHTS,IL,60005,4,0,1,2024-12-06 16:25:47
GL22BLKS1,LOWE'S OF NAPERVILLE,IL,60564,14,0,1,2024-12-06 16:25:47
GL22BLKS1,LOWE'S OF VERNON HILLS,IL,60061,5,0,1,2024-12-06 16:25:47
GL22BLKS1,LOWE'S OF MONROE,WA,98272,0,0,1,2024-12-06 16:25:47
